Brand,Model,Generation,Spec-model,Acceleration 0-100 km/h,1/4tb mile ET
Mazda,323,323 I (FA),not known
Mazda,323,323 I (FA),not known
Mazda,323,323 I (FA),not known
Mitsubishi,Pajero,Pajero I Canvas Top (L04_G),not known
Mitsubishi,Pajero,Pajero I Canvas Top (L04_G),not known
Mitsubishi,Pajero,Pajero I Canvas Top (L04_G),not known
Mitsubishi,Pajero,Pajero I Canvas Top (L04_G),not known
Mitsubishi,Lancer,Lancer IX,9.7 sec ,16.0
Mitsubishi,Lancer,Lancer IX,13.6 sec ,17.405
Mitsubishi,Lancer,Lancer IX,13.6 sec ,17.405
Mitsubishi,Lancer,Lancer IX,11.8 sec ,17.405
Mitsubishi,Lancer,Lancer IX,11.8 sec ,17.405
Mitsubishi,Lancer,Lancer IX,13.7 sec ,18.358
Mazda,Roadster,Roadster (NB),14.002
Mazda,Roadster,Roadster (NB),14.433
Mazda,Roadster,Roadster (NB),15.225
Mitsubishi,Triton,Triton V Single Cab Chassis (facelift 2019),16.962
Mitsubishi,Triton,Triton V Single Cab Chassis (facelift 2019),15.943
Mitsubishi,Triton,Triton V Single Cab Chassis (facelift 2019),15.943
Mitsubishi,Triton,Triton V Single Cab Chassis (facelift 2019),15.592
McLaren,765LT,765LT,2.8 sec ,9.222
Mazda,626,626 IV Station Wagon,10.2 sec ,16.706
Mazda,626,626 IV Station Wagon,11.9 sec ,18.007
Mazda,626,626 IV Station Wagon,14.7 sec ,19.645
Mazda,MX-5,MX-5 III (facelift 2008),8.9 sec ,14.363
Mazda,MX-5,MX-5 III (facelift 2008),7.6 sec ,14.363
Mazda,MX-5,MX-5 III (facelift 2008),9.9 sec ,15.472
Mitsubishi,Pajero,"Pajero I (L04_G,L14_G)",not known
Mitsubishi,Pajero,"Pajero I (L04_G,L14_G)",not known
Mitsubishi,Pajero,"Pajero I (L04_G,L14_G)",not known
Mitsubishi,Colt Lancer,Colt Lancer (A7_),not known
Mitsubishi,Colt Lancer,Colt Lancer (A7_),not known
Mitsubishi,Colt Lancer,Colt Lancer (A7_),not known
Mazda,323,323 S VI (BJ),11.7 sec ,15.711
Mazda,323,323 S VI (BJ),9.7 sec ,15.711
Mazda,323,323 S VI (BJ),12.2 sec ,17.211
Mazda,323,323 S VI (BJ),12.2 sec ,17.78
Mazda,323,323 S VI (BJ),16.9 sec ,19.103
Mazda,323,323 S VI (BJ),12.2 sec ,16.279
Mazda,323,323 S VI (BJ),9.8 sec ,16.279
Mazda,323,323 S VI (BJ),11.6 sec ,16.962
Mazda,323,323 S VI (BJ),14.2 sec ,17.211
Mazda,323,323 S VI (BJ),11.9 sec ,17.405
Mazda,323,323 S VI (BJ),14.2 sec ,18.487
Mazda,5,5 I (facelift 2008),12.4 sec ,16.387
Mazda,5,5 I (facelift 2008),10.2 sec ,16.168
Mazda,5,5 I (facelift 2008),11 sec ,16.706
Mazda,5,5 I (facelift 2008),13.9 sec ,18.272
Mazda,5,5 I (facelift 2008),11.3 sec ,17.452
Mitsubishi,Toppo,Toppo (BJ),17.871
Mitsubishi,Toppo,Toppo (BJ),19.339
Mitsubishi,Toppo,Toppo (BJ),19.023
Mitsubishi,Celeste,Celeste (A7_),not known
Mitsubishi,Celeste,Celeste (A7_),not known
Mitsubishi,Celeste,Celeste (A7_),not known
Mitsubishi,Celeste,Celeste (A7_),not known
Mitsubishi,Pajero,Pajero IV,10.8 sec ,15.711
Mitsubishi,Pajero,Pajero IV,10.8 sec ,15.225
Mitsubishi,Pajero,Pajero IV,13.2 sec ,18.272
Mitsubishi,Pajero,Pajero IV,13.2 sec ,18.272
Mitsubishi,Pajero,Pajero IV,14 sec ,18.272
Mitsubishi,Pajero,Pajero IV,14 sec ,18.272
Mitsubishi,Pajero,Pajero IV,14 sec ,18.272
Mitsubishi,Pajero,Pajero IV,17.826
Mitsubishi,Toppo,Toppo,17.308
Mitsubishi,Toppo,Toppo,17.308
Mitsubishi,Toppo,Toppo,18.444
Mitsubishi,Toppo,Toppo,18.444
Mitsubishi,Toppo,Toppo,19.417
Mitsubishi,Toppo,Toppo,19.417
Mitsubishi,Toppo,Toppo,19.417
Mitsubishi,Toppo,Toppo,19.417
McLaren,625C,625C Spider,3.3 sec ,9.86
Mazda,323,323 III Hatchback (BF),not known
Mazda,323,323 III Hatchback (BF),19.531
Mazda,323,323 III Hatchback (BF),not known
Mazda,323,323 III Hatchback (BF),not known
Mazda,323,323 III Hatchback (BF),not known
Mazda,323,323 III Hatchback (BF),not known
Mazda,323,323 III Hatchback (BF),not known
Mazda,323,323 III Hatchback (BF),not known
Mazda,323,323 III Hatchback (BF),not known
Mazda,323,323 III Hatchback (BF),not known
Mazda,323,323 III Hatchback (BF),not known
Mazda,323,323 III Hatchback (BF),not known
Mazda,323,323 III Hatchback (BF),not known
Mazda,323,323 III Hatchback (BF),not known
Mazda,323,323 III Hatchback (BF),not known
Mazda,818 Kombi,818 Combi,not known
Mazda,818 Kombi,818 Combi,not known
Mitsubishi,Lancer,Lancer Sportback X (facelift 2016),11.9 sec ,16.224
Mitsubishi,Lancer,Lancer Sportback X (facelift 2016),11.1 sec ,16.911
Mazda,323,323 P V (BA),14.2 sec ,19.3
Mazda,323,323 P V (BA),11.8 sec ,17.162
Mazda,323,323 P V (BA),13.3 sec ,18.007
