Brand,Model,Generation,Spec-model,Acceleration 0-100 km/h,1/4tb mile ET
Ford,F-Series F-100/F-150,F-Series F-150 VII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII SuperCab,not known
Ford,Consul,Consul Turnier (GGNL),not known
Ford,Consul,Consul Turnier (GGNL),not known
Ford,Consul,Consul Turnier (GGNL),not known
Ford,Mustang,Mustang Convertible V (facelift 2012),12.134
Ford,Mustang,Mustang Convertible V (facelift 2012),12.034
Ford,Mustang,Mustang Convertible V (facelift 2012),13.301
Ford,Mustang,Mustang Convertible V (facelift 2012),13.301
Ford,Escort,Escort V Cabrio (ALL),8 sec ,15.099
Ford,Escort,Escort V Cabrio (ALL),not known
Ford,Escort,Escort V Cabrio (ALL),not known
Ford,Escort,Escort V Cabrio (ALL),13 sec ,18.052
Ford,F-450 Super Duty,F-450 Super Duty IV (facelift 2020) Regular Cab Long box,14.773
Ford,F-450 Super Duty,F-450 Super Duty IV (facelift 2020) Regular Cab Long box,14.97
Ford,Mondeo,Mondeo IV Sedan (facelift 2019),9.2 sec ,15.592
Ford,Mustang,Mustang VII,not known
Ford,Mustang,Mustang VII,not known
Ford,Mustang,Mustang VII,not known
Ford,Mustang,Mustang VII,not known
Ford,Ranger,Ranger II Super Cab (facelift 2009),17.78
Ford,Ranger,Ranger II Super Cab (facelift 2009),12.5 sec ,17.78
Ford,Ranger,Ranger II Super Cab (facelift 2009),12.5 sec ,17.78
Ford,Ranger,Ranger II Super Cab (facelift 2009),17.78
Ford,Ranger,Ranger III Super Cab,10.4 sec ,16.548
Ford,Ranger,Ranger III Super Cab,10.3 sec ,16.548
Ford,Ranger,Ranger III Super Cab,11.5 sec ,17.5
Ford,Ranger,Ranger III Super Cab,12.4 sec ,18.007
Ford,Ranger,Ranger III Super Cab,11.8 sec ,17.826
Ford,Mustang,Mustang Convertible VI (facelift 2017),4.5 sec ,11.933
Ford,Mustang,Mustang Convertible VI (facelift 2017),4.8 sec ,11.83
Ford,Mustang,Mustang Convertible VI (facelift 2017),11.933
Ford,Mustang,Mustang Convertible VI (facelift 2017),11.83
Ford,Mustang,Mustang Convertible VI (facelift 2017),13.301
Ford,Mustang,Mustang Convertible VI (facelift 2017),13.301
Ford,F-Series F-250,F-Series F-250 X Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 X Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 X Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 X Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 X Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 X Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 X Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 X Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 XII SuperCab,14.221
Ford,F-Series F-100/F-150,F-Series F-150 XII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 XII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 XII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 XII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 XII SuperCab,14.148
Ford,F-Series F-100/F-150,F-Series F-150 XII SuperCab,14.433
Ford,F-Series F-100/F-150,F-Series F-150 XII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 XII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 XII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 XII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 XII SuperCab,14.905
Ford,F-Series F-100/F-150,F-Series F-150 XII SuperCab,15.162
Ford,F-Series F-100/F-150,F-Series F-150 XII SuperCab,14.292
Ford,F-Series F-100/F-150,F-Series F-150 XII SuperCab,14.502
Ford,Mustang,Mustang Convertible V (facelift 2009),12.232
Ford,Mustang,Mustang Convertible V (facelift 2009),12.134
Ford,Mustang,Mustang Convertible V (facelift 2009),not known
Ford,Mustang,Mustang Convertible V (facelift 2009),not known
Ford,Mustang,Mustang Convertible V (facelift 2009),not known
Ford,Mustang,Mustang Convertible V (facelift 2009),not known
Ford,Mustang,Mustang Convertible V (facelift 2009),13.301
Ford,Mustang,Mustang Convertible V (facelift 2009),13.218
Ford,Escort,Escort VI Turnier (GAL),11.9 sec ,17.917
Ford,Escort,Escort VI Turnier (GAL),not known
Ford,Escort,Escort VI Turnier (GAL),11.1 sec ,16.809
Ford,Escort,Escort VI Turnier (GAL),18.6 sec ,20.3
Ford,Escort,Escort VI Turnier (GAL),12.8 sec ,17.641
Ford,Escort,Escort VI Turnier (GAL),not known
Ford,Escort,Escort VI Turnier (GAL),not known
Ford,Escort,Escort VI Turnier (GAL),16.1 sec ,18.697
Ford,Escort,Escort VI Turnier (GAL),not known
Ford,Ranger,Ranger II Double Cab (facelift 2009),17.78
Ford,Ranger,Ranger II Double Cab (facelift 2009),12.5 sec ,17.78
Ford,Ranger,Ranger II Double Cab (facelift 2009),12.5 sec ,17.78
Ford,Ranger,Ranger II Double Cab (facelift 2009),17.78
Ford,Excursion,Excursion,18.007
Ford,Excursion,Excursion,19.103
Ford,Excursion,Excursion,18.358
Ford,Excursion,Excursion,18.358
Ford,Excursion,Excursion,16.387
Ford,Excursion,Excursion,11 sec ,16.706
Ford,Excursion,Excursion,16.441
Ford,Excursion,Excursion,16.809
Ford,Excursion,Excursion,17.405
Ford,Excursion,Excursion,17.308
Ford,Excursion,Excursion,17.641
Ford,Excursion,Excursion,17.78
Ford,Escape,Escape I,8.8 sec ,15.099
Ford,Escape,Escape I,14.773
Ford,Escape,Escape I,not known
Ford,Escape,Escape I,not known
Ford,Escape,Escape I,not known
Ford,Escape,Escape I,not known
Ford,Escape,Escape I,9 sec ,16.758
Ford,Escape,Escape I,17.012
Ford,Escape,Escape I,16.911
Ford,Escape,Escape I,11 sec ,16.86
Ford,F-250 Super Duty,F-250 Super Duty IV (facelift 2020) Super Cab Short box,14.075
Ford,F-250 Super Duty,F-250 Super Duty IV (facelift 2020) Super Cab Short box,14.363
Ford,F-250 Super Duty,F-250 Super Duty IV (facelift 2020) Super Cab Short box,14.075
Ford,F-250 Super Duty,F-250 Super Duty IV (facelift 2020) Super Cab Short box,14.363
Ford,F-250 Super Duty,F-250 Super Duty IV (facelift 2020) Super Cab Short box,14.502
Ford,F-250 Super Duty,F-250 Super Duty IV (facelift 2020) Super Cab Short box,14.84
Ford,Fiesta,Fiesta I (Mk1),not known
Ford,Fiesta,Fiesta I (Mk1),not known
Ford,Fiesta,Fiesta I (Mk1),not known
Ford,Fiesta,Fiesta I (Mk1),not known
Ford,Fiesta,Fiesta I (Mk1),not known
Ford,Fiesta,Fiesta I (Mk1),not known
Ford,Fiesta,Fiesta I (Mk1),not known
Ford,Escort,"Escort IV Turnier (AWF,AVF)",not known
Ford,Escort,"Escort IV Turnier (AWF,AVF)",not known
Ford,Escort,"Escort IV Turnier (AWF,AVF)",not known
Ford,Escort,"Escort IV Turnier (AWF,AVF)",not known
Ford,Escort,"Escort IV Turnier (AWF,AVF)",not known
Ford,Escort,"Escort IV Turnier (AWF,AVF)",14.2 sec ,18.655
Ford,Falcon,Falcon (FG),not known
Ford,Falcon,Falcon (FG),not known
Ford,Falcon,Falcon (FG),not known
Ford,Falcon,Falcon (FG),not known
Ford,Falcon,Falcon (FG),14.075
Ford,Falcon,Falcon (FG),14.075
Ford,Falcon,Falcon (FG),not known
Ford,Bronco,Bronco I,10 sec ,14.84
Ford,Bronco,Bronco I,12.5 sec ,17.211
Ford,Bronco,Bronco I,12.5 sec ,17.162
Ford,Bronco,Bronco I,15 sec ,17.734
Ford,Bronco,Bronco I,14 sec ,17.688
Ford,Bronco,Bronco I,11 sec ,16.441
Ford,Bronco,Bronco I,20 sec ,19.831
Ford,Bronco,Bronco I,20 sec ,19.143
Ford,Fiesta,Fiesta VIII (Mk8) 3 door,6.5 sec ,13.699
Ford,Fiesta,Fiesta VIII (Mk8) 3 door,9 sec ,15.943
Ford,Fiesta,Fiesta VIII (Mk8) 3 door,12.5 sec ,17.734
Ford,Fiesta,Fiesta VIII (Mk8) 3 door,12.5 sec ,17.688
Ford,Fiesta,Fiesta VIII (Mk8) 3 door,14.5 sec ,18.444
Ford,Fiesta,Fiesta VIII (Mk8) 3 door,14 sec ,17.452
Ford,Fiesta,Fiesta VIII (Mk8) 3 door,14 sec ,17.452
Ford,Fiesta,Fiesta VIII (Mk8) 3 door,14.9 sec ,18.613
Ford,Fiesta,Fiesta VIII (Mk8) 3 door,14.9 sec ,18.613
Ford,Fiesta,Fiesta VIII (Mk8) 3 door,8.9 sec ,14.707
Ford,Fiesta,Fiesta VIII (Mk8) 3 door,9 sec ,14.905
Ford,Fiesta,Fiesta VIII (Mk8) 3 door,9.9 sec ,15.532
Ford,Fiesta,Fiesta VIII (Mk8) 3 door,9.4 sec ,15.828
Ford,Fiesta,Fiesta VIII (Mk8) 3 door,9.9 sec ,15.885
Ford,Fiesta,Fiesta VIII (Mk8) 3 door,12.2 sec ,16.911
Ford,Fiesta,Fiesta VIII (Mk8) 3 door,10.5 sec ,16.706
Ford,Fiesta,Fiesta VIII (Mk8) 3 door,10.9 sec ,17.112
Ford,Mondeo,Mondeo II Sedan,7.4 sec ,14.002
Ford,Mondeo,Mondeo II Sedan,7.9 sec ,14.433
Ford,Mondeo,Mondeo II Sedan,9.6 sec ,15.532
Ford,Mondeo,Mondeo II Sedan,8.7 sec ,15.532
Ford,Mondeo,Mondeo II Sedan,9.3 sec ,15.828
Ford,Mondeo,Mondeo II Sedan,11.3 sec ,16.962
Ford,Mondeo,Mondeo II Sedan,9.9 sec ,16.962
Ford,Mondeo,Mondeo II Sedan,12.5 sec ,17.826
Ford,Mondeo,Mondeo II Sedan,10.6 sec ,17.826
Ford,Mondeo,Mondeo II Sedan,13.2 sec ,19.339
Ford,Mondeo,Mondeo II Sedan,11.5 sec ,16.056
Ford,Mondeo,Mondeo II Sedan,9.8 sec ,16.056
Ford,Mondeo,Mondeo II Sedan,10.5 sec ,not known
Ford,Mondeo,Mondeo II Sedan,10.8 sec ,16.86
Ford,Mondeo,Mondeo II Sedan,11.6 sec ,17.594
Ford,Scorpio,"Scorpio I (GAE,GGE)",8.8 sec ,14.571
Ford,Scorpio,"Scorpio I (GAE,GGE)",9.4 sec ,15.769
Ford,Scorpio,"Scorpio I (GAE,GGE)",9.4 sec ,15.943
Ford,Scorpio,"Scorpio I (GAE,GGE)",not known
Ford,Scorpio,"Scorpio I (GAE,GGE)",not known
Ford,Scorpio,"Scorpio I (GAE,GGE)",not known
Ford,Scorpio,"Scorpio I (GAE,GGE)",9.4 sec ,not known
Ford,Scorpio,"Scorpio I (GAE,GGE)",not known
Ford,Scorpio,"Scorpio I (GAE,GGE)",11.4 sec ,not known
Ford,Scorpio,"Scorpio I (GAE,GGE)",not known
Ford,Scorpio,"Scorpio I (GAE,GGE)",19.4 sec ,19.978
Ford,Scorpio,"Scorpio I (GAE,GGE)",11 sec ,16.548
Ford,Scorpio,"Scorpio I (GAE,GGE)",11 sec ,16.333
Ford,Scorpio,"Scorpio I (GAE,GGE)",11 sec ,16.548
Ford,Scorpio,"Scorpio I (GAE,GGE)",11.2 sec ,16.601
Ford,Scorpio,"Scorpio I (GAE,GGE)",12.3 sec ,16.86
Ford,Scorpio,"Scorpio I (GAE,GGE)",11.2 sec ,not known
Ford,Scorpio,"Scorpio I (GAE,GGE)",12.3 sec ,17.594
Ford,Scorpio,"Scorpio I (GAE,GGE)",12.3 sec ,18.655
Ford,Scorpio,"Scorpio I (GAE,GGE)",13.6 sec ,18.272
Ford,F-Series F-250,F-Series F-250 IX SuperCab HD,not known
Ford,F-Series F-250,F-Series F-250 IX SuperCab HD,not known
Ford,F-Series F-250,F-Series F-250 IX SuperCab HD,not known
Ford,F-Series F-250,F-Series F-250 IX SuperCab HD,not known
Ford,F-Series F-250,F-Series F-250 IX SuperCab HD,not known
Ford,F-Series F-250,F-Series F-250 IX SuperCab HD,not known
Ford,F-Series F-250,F-Series F-250 IX SuperCab HD,not known
Ford,F-Series F-250,F-Series F-250 IX SuperCab HD,not known
Ford,Kuga,Kuga III,9.2 sec ,15.099
Ford,Kuga,Kuga III,9.5 sec ,15.711
Ford,Kuga,Kuga III,8.7 sec ,15.592
Ford,Kuga,Kuga III,9.6 sec ,16.706
Ford,Kuga,Kuga III,9.7 sec ,16.279
Ford,Kuga,Kuga III,11.6 sec ,17.547
Ford,Kuga,Kuga III,12 sec ,17.688
Ford,Kuga,Kuga III,11.7 sec ,17.594
Ford,Scorpio,Scorpio I Hatch (GGE),not known
Ford,Scorpio,Scorpio I Hatch (GGE),not known
Ford,Scorpio,Scorpio I Hatch (GGE),not known
Ford,Scorpio,Scorpio I Hatch (GGE),not known
Ford,Scorpio,Scorpio I Hatch (GGE),not known
Ford,Scorpio,Scorpio I Hatch (GGE),not known
Ford,Scorpio,Scorpio I Hatch (GGE),not known
Ford,Scorpio,Scorpio I Hatch (GGE),not known
Ford,Sport Trac,Sport Trac I,not known
Ford,Sport Trac,Sport Trac I,not known
Ford,Tourneo Connect,Tourneo Connect II (facelift 2018),12.6 sec ,17.962
Ford,Tourneo Connect,Tourneo Connect II (facelift 2018),12.9 sec ,18.007
Ford,Tourneo Connect,Tourneo Connect II (facelift 2018),13.3 sec ,19.063
Ford,Tourneo Connect,Tourneo Connect II (facelift 2018),12.2 sec ,19.222
Ford,Tourneo Connect,Tourneo Connect II (facelift 2018),17.8 sec ,20.982
Ford,Tourneo Connect,Tourneo Connect II (facelift 2018),14 sec ,18.779
Ford,Shelby,Shelby III,not known
Ford,Shelby,Shelby III,11.054
Ford,Shelby,Shelby III,11.172
Ford,Ranger,Ranger III Double Cab,10.4 sec ,16.548
Ford,Ranger,Ranger III Double Cab,10.3 sec ,16.548
Ford,Ranger,Ranger III Double Cab,11.5 sec ,17.5
Ford,Ranger,Ranger III Double Cab,12.6 sec ,18.184
Ford,Ranger,Ranger III Double Cab,12.3 sec ,18.14
Ford,Ranger,Ranger III Double Cab,14.9 sec ,19.261
Ford,Shelby,Shelby II Cabrio,11.619
Ford,Shelby,Shelby II Cabrio,13.049
Ford,Shelby,Shelby II Cabrio,13.049
Ford,F-Series F-100/F-150,F-Series F-150 XIII Regular Cab (facelift 2018),not known
Ford,F-Series F-100/F-150,F-Series F-150 XIII Regular Cab (facelift 2018),not known
Ford,F-Series F-100/F-150,F-Series F-150 XIII Regular Cab (facelift 2018),not known
Ford,F-Series F-100/F-150,F-Series F-150 XIII Regular Cab (facelift 2018),not known
Ford,F-Series F-100/F-150,F-Series F-150 XIII Regular Cab (facelift 2018),not known
Ford,F-Series F-100/F-150,F-Series F-150 XIII Regular Cab (facelift 2018),not known
Ford,F-Series F-100/F-150,F-Series F-150 XIII Regular Cab (facelift 2018),not known
Ford,F-Series F-100/F-150,F-Series F-150 XIII Regular Cab (facelift 2018),not known
Ford,Escort,Escort II Turnier,not known
Ford,Escort,Escort II Turnier,not known
Ford,F-Series F-100/F-150,F-Series F-150 X SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 X SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 X SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 X SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 X SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 X SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 X SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 X SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 X SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 X SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 X SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 X SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 X SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 X SuperCab,not known
Ford,Escort,Escort III Cabrio (ALD),not known
Ford,Escort,Escort III Cabrio (ALD),not known
Ford,Escort,Escort III Cabrio (ALD),not known
Ford,Mondeo,Mondeo III Sedan,7.5 sec ,14.363
Ford,Mondeo,Mondeo III Sedan,15.885
Ford,Mondeo,Mondeo III Sedan,8.7 sec ,15.472
Ford,Mondeo,Mondeo III Sedan,9.5 sec ,16.653
Ford,Mondeo,Mondeo III Sedan,10.9 sec ,17.162
Ford,Mondeo,Mondeo III Sedan,9.9 sec ,16.168
Ford,Mondeo,Mondeo III Sedan,10.2 sec ,17.357
Ford,Mondeo,Mondeo III Sedan,12.3 sec ,16.809
Ford,F-Series F-100/F-150,F-Series F-150 XIII Regular Cab,12.964
Ford,F-Series F-100/F-150,F-Series F-150 XIII Regular Cab,13.218
Ford,F-Series F-100/F-150,F-Series F-150 XIII Regular Cab,13.218
Ford,F-Series F-100/F-150,F-Series F-150 XIII Regular Cab,13.463
Ford,F-Series F-100/F-150,F-Series F-150 XIII Regular Cab,14.148
Ford,F-Series F-100/F-150,F-Series F-150 XIII Regular Cab,14.433
Ford,F-Series F-100/F-150,F-Series F-150 XIII Regular Cab,13.621
Ford,F-Series F-100/F-150,F-Series F-150 XIII Regular Cab,13.927
Ford,Falcon,Falcon (FG X),12.134
Ford,Falcon,Falcon (FG X),not known
Ford,Falcon,Falcon (FG X),14.221
Ford,Falcon,Falcon (FG X),12.877
Ford,Falcon,Falcon (FG X),not known
Ford,Falcon,Falcon (FG X),14.148
Ford,Falcon,Falcon (FG X),not known
Ford,Falcon,Falcon (FG X),14.433
Ford,Taurus,Taurus I Station Wagon,16.548
Ford,Taurus,Taurus I Station Wagon,16.495
Ford,Taurus,Taurus I Station Wagon,18.943
Ford,Focus,Focus III Wagon,6.5 sec ,13.382
Ford,Focus,Focus III Wagon,9.1 sec ,15.769
Ford,Focus,Focus III Wagon,8.8 sec ,15.769
Ford,Focus,Focus III Wagon,9.7 sec ,16.601
Ford,Focus,Focus III Wagon,9.1 sec ,16.548
Ford,Focus,Focus III Wagon,11.1 sec ,17.734
Ford,Focus,Focus III Wagon,11.1 sec ,16.601
Ford,Focus,Focus III Wagon,12.5 sec ,17.547
Ford,Focus,Focus III Wagon,11.1 sec ,17.308
Ford,Focus,Focus III Wagon,12.7 sec ,18.401
Ford,Focus,Focus III Wagon,8.1 sec ,14.84
Ford,Focus,Focus III Wagon,8.8 sec ,15.769
Ford,F-Series F-250,F-Series F-250 VI Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 VI Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 VI Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 VI Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 VI Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 VI Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 VI Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 VI Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 VI Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 VI Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 VI Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 VI Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 VI Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 VI Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 VI Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 VI Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 VI Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 VI Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 VI Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 VI Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 VI Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 VI Regular Cab,not known
Ford,Ranger,Ranger I Double Cab,not known
Ford,Ranger,Ranger I Double Cab,not known
Ford,Ranger,Ranger I Double Cab,15 sec ,19.261
Ford,Ranger,Ranger I Double Cab,17.734
Ford,Taurus,Taurus VII (China),6.9 sec ,13.542
Ford,Taurus,Taurus VII (China),7.9 sec ,14.571
Ford,Taurus,Taurus VII (China),10.6 sec ,16.0
Ford,Fiesta,Fiesta III (Mk3),8.5 sec ,14.502
Ford,Fiesta,Fiesta III (Mk3),16.4 sec ,18.983
Ford,Fiesta,Fiesta III (Mk3),9.5 sec ,15.769
Ford,Fiesta,Fiesta III (Mk3),not known
Ford,Fiesta,Fiesta III (Mk3),8.2 sec ,14.433
Ford,Fiesta,Fiesta III (Mk3),9.8 sec ,14.97
Ford,Fiesta,Fiesta III (Mk3),11.1 sec ,17.012
Ford,Fiesta,Fiesta III (Mk3),not known
Ford,Fiesta,Fiesta III (Mk3),12.8 sec ,17.452
Ford,Fiesta,Fiesta III (Mk3),12.2 sec ,17.112
Ford,Fiesta,Fiesta III (Mk3),not known
Ford,Fiesta,Fiesta III (Mk3),15.3 sec ,18.401
Ford,Fiesta,Fiesta III (Mk3),18.6 sec ,18.861
Ford,Fiesta,Fiesta III (Mk3),19.1 sec ,19.455
Ford,Orion,Orion II (AFF),not known
Ford,Orion,Orion II (AFF),not known
Ford,Orion,Orion II (AFF),not known
Ford,Orion,Orion II (AFF),not known
Ford,Orion,Orion II (AFF),not known
Ford,Orion,Orion II (AFF),not known
Ford,Orion,Orion II (AFF),not known
Ford,Orion,Orion II (AFF),not known
Ford,Orion,Orion II (AFF),not known
Ford,Orion,Orion II (AFF),not known
Ford,Orion,Orion II (AFF),not known
Ford,Fusion,Fusion II,16.0
Ford,Taurus X,Taurus X,14.639
Ford,Taurus X,Taurus X,14.639
Ford,Ranger,Ranger IV SuperCrew (Americas),16.809
Ford,Ranger,Ranger IV SuperCrew (Americas),not known
Ford,Ranger,Ranger IV SuperCrew (Americas),not known
Ford,Everest,"Everest II (U375/UA, facelift 2018)",17.26
Ford,Everest,"Everest II (U375/UA, facelift 2018)",17.112
Ford,Everest,"Everest II (U375/UA, facelift 2018)",17.5
Ford,Everest,"Everest II (U375/UA, facelift 2018)",16.758
Ford,Everest,"Everest II (U375/UA, facelift 2018)",17.162
Ford,Focus,Focus Turnier II,9.5 sec ,16.441
Ford,Focus,Focus Turnier II,9.4 sec ,16.056
Ford,Focus,Focus Turnier II,10.7 sec ,16.056
Ford,Focus,Focus Turnier II,10.9 sec ,17.357
Ford,Focus,Focus Turnier II,10.7 sec ,16.601
Ford,Focus,Focus Turnier II,11.1 sec ,17.452
Ford,Focus,Focus Turnier II,12.9 sec ,18.571
Ford,Focus,Focus Turnier II,11 sec ,17.012
Ford,Focus,Focus Turnier II,12.2 sec ,17.78
Ford,Focus,Focus Turnier II,13.9 sec ,17.78
Ford,Focus,Focus Turnier II,14.4 sec ,19.103
Ford,Fusion,Fusion II (facelift 2018),not known
Ford,Fusion,Fusion II (facelift 2018),15.769
Ford,Fusion,Fusion II (facelift 2018),not known
Ford,Fusion,Fusion II (facelift 2018),not known
Ford,Fusion,Fusion II (facelift 2018),15.711
Ford,Fusion,Fusion II (facelift 2018),16.112
Ford,Fusion,Fusion II (facelift 2018),15.592
Ford,Fiesta,Fiesta V (Mk5) 5 door,14.3 sec ,18.315
Ford,Fiesta,Fiesta V (Mk5) 5 door,17.6 sec ,20.158
Ford,Fiesta,Fiesta V (Mk5) 5 door,15.9 sec ,19.569
Ford,Fiesta,Fiesta V (Mk5) 5 door,19.5 sec ,20.613
Ford,Fiesta,Fiesta V (Mk5) 5 door,12.7 sec ,18.315
Ford,F-250 Super Duty,F-250 Super Duty IV Super Cab Long box,14.433
Ford,F-250 Super Duty,F-250 Super Duty IV Super Cab Long box,14.707
Ford,F-250 Super Duty,F-250 Super Duty IV Super Cab Long box,14.571
Ford,F-250 Super Duty,F-250 Super Duty IV Super Cab Long box,14.905
Ford,F-Series F-100/F-150,F-Series F-150 IX Regular Cab,15.411
Ford,F-Series F-100/F-150,F-Series F-150 IX Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX Regular Cab,not known
Ford,Taunus,Taunus Turnier (GBNK),not known
Ford,Taunus,Taunus Turnier (GBNK),not known
Ford,Taunus,Taunus Turnier (GBNK),not known
Ford,F-Series F-250,F-Series F-250 VI SuperCab,not known
Ford,F-Series F-250,F-Series F-250 VI SuperCab,not known
Ford,F-Series F-250,F-Series F-250 VI SuperCab,not known
Ford,F-Series F-250,F-Series F-250 VI SuperCab,not known
Ford,F-Series F-250,F-Series F-250 VI SuperCab,not known
Ford,F-Series F-250,F-Series F-250 VI SuperCab,not known
Ford,F-Series F-250,F-Series F-250 VI SuperCab,not known
Ford,F-Series F-250,F-Series F-250 VI SuperCab,not known
Ford,F-Series F-250,F-Series F-250 VI SuperCab,not known
Ford,F-Series F-250,F-Series F-250 VI SuperCab,not known
Ford,F-Series F-250,F-Series F-250 VI SuperCab,not known
Ford,F-Series F-250,F-Series F-250 VI SuperCab,not known
Ford,F-Series F-250,F-Series F-250 VI SuperCab,not known
Ford,F-Series F-250,F-Series F-250 VI SuperCab,not known
Ford,Escort,Escort I Turnier,not known
Ford,Escort,Escort I Turnier,not known
Ford,Escort,Escort I Turnier,not known
Ford,Escort,Escort I Turnier,not known
Ford,Ranger,Ranger III Super Cab (facelift 2019),11.1 sec ,17.452
Ford,Ixion,Ixion,not known
Ford,Everest,Everest III (U704),16.224
Ford,Everest,Everest III (U704),not known
Ford,Everest,Everest III (U704),16.758
Ford,Everest,Everest III (U704),17.012
Ford,Ranger,Ranger III Double Cab (facelift 2019),10 sec ,17.26
Ford,Ranger,Ranger III Double Cab (facelift 2019),10.6 sec ,16.962
Ford,Ranger,Ranger III Double Cab (facelift 2019),10.9 sec ,16.962
Ford,Ranger,Ranger III Double Cab (facelift 2019),9 sec ,16.601
Ford,Ranger,Ranger III Double Cab (facelift 2019),10.1 sec ,16.548
Ford,Ranger,Ranger III Double Cab (facelift 2019),11.4 sec ,17.826
Ford,Ranger,Ranger III Double Cab (facelift 2019),11.3 sec ,17.594
Ford,KA,KA+,13.9 sec ,16.86
Ford,KA,KA+,13.3 sec ,16.86
Ford,KA,KA+,15.3 sec ,17.962
