Brand,Model,Generation,Spec-model,Acceleration 0-100 km/h,1/4tb mile ET
Hyundai,Solaris,Solaris II Sedan,11.2 sec ,16.168
Hyundai,Solaris,Solaris II Sedan,10.3 sec ,16.0
Hyundai,Solaris,Solaris II Sedan,12.9 sec ,17.26
Hyundai,Solaris,Solaris II Sedan,12.2 sec ,17.112
Hyundai,i30,i30 III Fastback (facelift 2020),13.218
Hyundai,i30,i30 III Fastback (facelift 2020),13.049
Hyundai,i30,i30 III Fastback (facelift 2020),9.9 sec ,16.333
Hyundai,i30,i30 III Fastback (facelift 2020),10.2 sec ,16.224
Hyundai,i30,i30 III Fastback (facelift 2020),10.9 sec ,17.308
Hyundai,i30,i30 III Fastback (facelift 2020),10.9 sec ,17.162
Hyundai,i30,i30 III Fastback (facelift 2020),8.6 sec ,15.225
Hyundai,i30,i30 III Fastback (facelift 2020),8.4 sec ,15.099
Hyundai,i30,i30 III Fastback (facelift 2020),11.2 sec ,16.706
Hyundai,i30,i30 III Fastback (facelift 2020),11.2 sec ,16.548
Hyundai,i30,i30 III Fastback (facelift 2020),11.2 sec ,16.653
Hyundai,i30,i30 III Fastback (facelift 2020),11.2 sec ,16.495
Hyundai,Sonata,"Sonata VIII (DN8, facelift 2023)",16.387
Hyundai,Sonata,"Sonata VIII (DN8, facelift 2023)",13.463
Hyundai,Sonata,"Sonata VIII (DN8, facelift 2023)",15.099
Hyundai,Sonata,"Sonata VIII (DN8, facelift 2023)",15.885
Hyundai,Sonata,"Sonata VIII (DN8, facelift 2023)",15.35
Hyundai,Staria,Staria-Load,16.809
Hyundai,Staria,Staria-Load,17.062
Hyundai,Reina,Reina,16.809
Hyundai,Reina,Reina,16.601
Hyundai,Equus,Equus (VI),12.699
Hyundai,Equus,Equus (VI),13.134
Hyundai,Equus,Equus (VI),not known
Hyundai,H-1,H-1 II Cargo (facelift 2018),14.6 sec ,17.405
Hyundai,H-1,H-1 II Cargo (facelift 2018),17.6 sec ,18.655
Hyundai,H-1,H-1 II Cargo (facelift 2018),22.1 sec ,19.683
Hyundai,Santa Fe,"Santa Fe IV (TM, facelift 2020)",14.075
Hyundai,Santa Fe,"Santa Fe IV (TM, facelift 2020)",not known
Hyundai,Santa Fe,"Santa Fe IV (TM, facelift 2020)",not known
Hyundai,Santa Fe,"Santa Fe IV (TM, facelift 2020)",not known
Hyundai,Santa Fe,"Santa Fe IV (TM, facelift 2020)",not known
Hyundai,Santa Fe,"Santa Fe IV (TM, facelift 2020)",9 sec ,15.652
Hyundai,Santa Fe,"Santa Fe IV (TM, facelift 2020)",9 sec ,15.472
Hyundai,Santa Fe,"Santa Fe IV (TM, facelift 2020)",9.2 sec ,15.828
Hyundai,Santa Fe,"Santa Fe IV (TM, facelift 2020)",9.2 sec ,15.711
Hyundai,Santa Fe,"Santa Fe IV (TM, facelift 2020)",8.8 sec ,14.905
Hyundai,Santa Fe,"Santa Fe IV (TM, facelift 2020)",8.9 sec ,14.97
Hyundai,Santa Fe,"Santa Fe IV (TM, facelift 2020)",8.9 sec ,14.84
Hyundai,Santa Fe,"Santa Fe IV (TM, facelift 2020)",9.1 sec ,15.162
Hyundai,Santa Fe,"Santa Fe IV (TM, facelift 2020)",9.1 sec ,15.035
Hyundai,Santa Fe,"Santa Fe IV (TM, facelift 2020)",15.162
Hyundai,Sonata,Sonata VII (LF facelift 2017),15.162
Hyundai,Sonata,Sonata VII (LF facelift 2017),14.075
Hyundai,Sonata,Sonata VII (LF facelift 2017),15.35
Hyundai,Grandeur/Azera,Grandeur/Azera V (HG),8.4 sec ,13.382
Hyundai,Grandeur/Azera,Grandeur/Azera V (HG),8.4 sec ,14.221
Hyundai,Grandeur/Azera,Grandeur/Azera V (HG),13.699
Hyundai,Grandeur/Azera,Grandeur/Azera V (HG),14.905
Hyundai,Grandeur/Azera,Grandeur/Azera V (HG),15.288
Hyundai,Grandeur/Azera,Grandeur/Azera V (HG),9.8 sec ,15.885
Hyundai,Staria,Staria,15.099
Hyundai,Staria,Staria,17.688
Hyundai,Staria,Staria,13.5 sec ,18.007
Hyundai,Staria,Staria,12.4 sec ,17.78
Hyundai,ix25/Creta,Creta,10.7 sec ,not known
Hyundai,ix25/Creta,Creta,11.3 sec ,not known
Hyundai,ix25/Creta,Creta,not known
Hyundai,ix25/Creta,Creta,not known
Hyundai,ix25/Creta,Creta,12.1 sec ,not known
Hyundai,ix25/Creta,Creta,12.3 sec ,not known
Hyundai,ix25/Creta,Creta,not known
Hyundai,H-1,H-1 II Wagon (facelift 2015),not known
Hyundai,H-1,H-1 II Wagon (facelift 2015),not known
Hyundai,i20,i20 II (GB),12.1 sec ,17.78
Hyundai,i20,i20 II (GB),11.6 sec ,16.758
Hyundai,i20,i20 II (GB),11.6 sec ,16.653
Hyundai,i20,i20 II (GB),13.1 sec ,17.547
Hyundai,i20,i20 II (GB),13.6 sec ,18.228
Hyundai,i20,i20 II (GB),16 sec ,18.779
Hyundai,i20,i20 II (GB),10.2 sec ,15.711
Hyundai,i20,i20 II (GB),10.7 sec ,16.706
Hyundai,Coupe,Coupe I (RD),10.7 sec ,15.769
Hyundai,Coupe,Coupe I (RD),8.6 sec ,15.769
Hyundai,Coupe,Coupe I (RD),16.0
Hyundai,Coupe,Coupe I (RD),16.0
Hyundai,Coupe,Coupe I (RD),11.2 sec ,16.758
Hyundai,ix20,ix20,12.2 sec ,16.548
Hyundai,ix20,ix20,11.5 sec ,17.308
Hyundai,ix20,ix20,12.9 sec ,18.315
Hyundai,ix20,ix20,14.5 sec ,18.779
Hyundai,Tucson,Tucson III (facelift 2018),15.828
Hyundai,Tucson,Tucson III (facelift 2018),15.652
Hyundai,Tucson,Tucson III (facelift 2018),16.112
Hyundai,Tucson,Tucson III (facelift 2018),15.828
Hyundai,Tucson,Tucson III (facelift 2018),9.5 sec ,15.711
Hyundai,Tucson,Tucson III (facelift 2018),9.9 sec ,15.652
Hyundai,Tucson,Tucson III (facelift 2018),8.9 sec ,15.472
Hyundai,Tucson,Tucson III (facelift 2018),9.8 sec ,15.652
Hyundai,Tucson,Tucson III (facelift 2018),9.5 sec ,15.532
Hyundai,Tucson,Tucson III (facelift 2018),9.2 sec ,15.35
Hyundai,Tucson,Tucson III (facelift 2018),11.5 sec ,16.706
Hyundai,Tucson,Tucson III (facelift 2018),11.8 sec ,16.962
Hyundai,Tucson,Tucson III (facelift 2018),12 sec ,17.26
Hyundai,Tucson,Tucson III (facelift 2018),11.4 sec ,17.162
Hyundai,Tucson,Tucson III (facelift 2018),11.2 sec ,16.911
Hyundai,Tucson,Tucson III (facelift 2018),11.8 sec ,17.826
Hyundai,Tucson,Tucson III (facelift 2018),11.8 sec ,18.007
Hyundai,i30,i30 I,10.3 sec ,16.441
Hyundai,i30,i30 I,10.6 sec ,16.0
Hyundai,i30,i30 I,10.6 sec ,15.943
Hyundai,i30,i30 I,not known
Hyundai,i30,i30 I,11.6 sec ,17.26
Hyundai,i30,i30 I,14.9 sec ,18.401
Hyundai,i30,i30 I,12.1 sec ,16.112
Hyundai,i30,i30 I,11.1 sec ,16.056
Hyundai,i30,i30 I,12.1 sec ,16.653
Hyundai,i30,i30 I,11.1 sec ,16.548
Hyundai,i30,i30 I,12.6 sec ,17.162
Hyundai,i10,i10 II (facelift 2016),14.9 sec ,18.697
Hyundai,i10,i10 II (facelift 2016),14.9 sec ,18.697
Hyundai,i10,i10 II (facelift 2016),13.8 sec ,17.308
Hyundai,i10,i10 II (facelift 2016),13.8 sec ,17.308
Hyundai,i10,i10 II (facelift 2016),12.3 sec ,17.211
Hyundai,i10,i10 II (facelift 2016),12.3 sec ,17.211
Hyundai,i10,i10 II (facelift 2016),15.2 sec ,18.861
Hyundai,i10,i10 II (facelift 2016),16.8 sec ,18.821
Hyundai,i10,i10 II (facelift 2016),16.8 sec ,18.821
Hyundai,i10,i10 II (facelift 2016),14.9 sec ,18.697
Hyundai,i10,i10 II (facelift 2016),14.9 sec ,18.697
Hyundai,Elantra,Elantra II,11.2 sec ,15.885
Hyundai,Elantra,Elantra II,8.6 sec ,15.885
Hyundai,Elantra,Elantra II,not known
Hyundai,Elantra,Elantra II,9.4 sec ,16.168
Hyundai,Elantra,Elantra II,12.9 sec ,18.14
Hyundai,Elantra,Elantra II,11.2 sec ,16.809
Hyundai,Elantra,Elantra II,11.2 sec ,16.809
Hyundai,Elantra,Elantra II,not known
Hyundai,i40,i40 Combi (facelift 2015),10.8 sec ,15.769
Hyundai,i40,i40 Combi (facelift 2015),9.9 sec ,15.711
Hyundai,i40,i40 Combi (facelift 2015),11 sec ,16.809
Hyundai,i40,i40 Combi (facelift 2015),10.5 sec ,16.758
Hyundai,i40,i40 Combi (facelift 2015),12.6 sec ,17.917
Hyundai,i40,i40 Combi (facelift 2015),11.6 sec ,16.653
Hyundai,i20,i20 III,6.7 sec ,13.621
Hyundai,i20,i20 III,13.1 sec ,not known
Hyundai,i20,i20 III,10.3 sec ,not known
Hyundai,i20,i20 III,10.2 sec ,not known
Hyundai,i20,i20 III,11.4 sec ,not known
Hyundai,i20,i20 III,10.4 sec ,not known
Hyundai,i20,i20 III,11.4 sec ,not known
Hyundai,i20,i20 III,10.4 sec ,not known
Hyundai,i30,i30 II Coupe (facelift 2015),8 sec ,14.433
Hyundai,i30,i30 II Coupe (facelift 2015),10.7 sec ,15.828
Hyundai,i30,i30 II Coupe (facelift 2015),9.9 sec ,15.652
Hyundai,i30,i30 II Coupe (facelift 2015),9.9 sec ,15.652
Hyundai,i30,i30 II Coupe (facelift 2015),10.2 sec ,16.112
Hyundai,i30,i30 II Coupe (facelift 2015),10.2 sec ,16.0
Hyundai,i30,i30 II Coupe (facelift 2015),11.8 sec ,17.308
Hyundai,i30,i30 II Coupe (facelift 2015),10.6 sec ,17.162
Hyundai,i30,i30 II Coupe (facelift 2015),12.7 sec ,17.211
Hyundai,Sonata,"Sonata III (Y3, facelift 1996)",10.1 sec ,16.112
Hyundai,Sonata,"Sonata III (Y3, facelift 1996)",13.6 sec ,18.007
Hyundai,Sonata,"Sonata III (Y3, facelift 1996)",15.828
Hyundai,Sonata,"Sonata III (Y3, facelift 1996)",16.168
