Brand,Model,Generation,Spec-model,Acceleration 0-100 km/h,1/4tb mile ET
Honda,Odyssey,Odyssey V,14.571
Honda,Odyssey,Odyssey V,14.773
Honda,Civic,Civic I Wagon,not known
Honda,Ridgeline,Ridgeline I,15.35
Honda,CR-V,CR-V V (facelift 2019),8.6 sec ,15.885
Honda,CR-V,CR-V V (facelift 2019),8.9-9.2 sec ,16.056
Honda,CR-V,CR-V V (facelift 2019),15.035
Honda,CR-V,CR-V V (facelift 2019),15.162
Honda,CR-V,CR-V V (facelift 2019),15.288
Honda,Brio,Brio II,16.86
Honda,Brio,Brio II,16.758
Honda,Civic Type R,"Civic Type R (FK8, facelift 2020)",5.8 sec ,12.328
Honda,Civic Type R,"Civic Type R (FK8, facelift 2020)",12.608
Honda,Civic Type R,Civic Type R (FD2),13.463
Honda,HR-V,HR-V II,15.943
Honda,HR-V,HR-V II,16.279
Honda,HR-V,HR-V II,15.943
Honda,HR-V,HR-V II,10.1 sec ,17.162
Honda,HR-V,HR-V II,11.2 sec ,16.441
Honda,HR-V,HR-V II,10.2 sec ,16.387
Honda,WR-V,WR-V II (DG4),not known
Honda,Civic,Civic VI Coupe,9.2 sec ,15.652
Honda,Civic,Civic VI Coupe,10.1 sec ,16.601
Honda,Element,Element I,16.495
Honda,Element,Element I,9.5 sec ,16.112
Honda,Vezel,Vezel,15.411
Honda,Vezel,Vezel,15.711
Honda,Vezel,Vezel,15.769
Honda,Vezel,Vezel,16.168
Honda,Civic,Civic VII Hatchback 5D,8.7 sec ,15.162
Honda,Civic,Civic VII Hatchback 5D,11.5 sec ,17.826
Honda,Civic,Civic VII Hatchback 5D,11.7 sec ,16.548
Honda,Civic,Civic VII Hatchback 5D,10.2 sec ,16.548
Honda,Civic,Civic VII Hatchback 5D,14.2 sec ,17.641
Honda,Civic,Civic VII Hatchback 5D,11.8 sec ,17.641
Hummer,H3,H3T,14.84
Hummer,H3,H3T,15.885
Hummer,H3,H3T,15.885
Honda,Civic,Civic X Sedan,15.099
Honda,Civic,Civic X Sedan,15.099
