Brand,Model,Generation,Spec-model,Acceleration 0-100 km/h,1/4tb mile ET
Cadillac,LYRIQ,LYRIQ,14.707,,
Cadillac,Allante,Allante,6.9 sec ,13.542,
Cadillac,Allante,Allante,8 sec ,not known,
Cadillac,Escalade,Escalade III,6.8 sec ,14.075,
Cadillac,Escalade,Escalade III,8.4 sec ,15.288,
Cadillac,Fleetwood,Fleetwood,not known,,
Cadillac,Fleetwood,Fleetwood,not known,,
Cadillac,Fleetwood,Fleetwood,not known,,
Cadillac,CTS,CTS II Sport Wagon,11.619,,
Cadillac,CTS,CTS II Sport Wagon,11.51,,
Cadillac,CTS,CTS II Sport Wagon,13.852,,
Cadillac,CTS,CTS II Sport Wagon,13.621,,
Cadillac,CTS,CTS II Sport Wagon,14.502,,
Cadillac,CTS,CTS II Sport Wagon,14.292,,
Cadillac,Eldorado,Eldorado XII,8.2 sec ,14.97,
Cadillac,Eldorado,Eldorado XII,14.002,,
Cadillac,Eldorado,Eldorado XII,13.699,,
Cadillac,Eldorado,Eldorado XII,7.6 sec ,13.699,
Cadillac,CT6,CT6 I (facelift 2019),12.232,,
Cadillac,CT6,CT6 I (facelift 2019),13.382,,
Cadillac,CT6,CT6 I (facelift 2019),7.5 sec ,14.639,
Cadillac,XT5,XT5 (facelift 2020),not known,,
Cadillac,XT5,XT5 (facelift 2020),13.542,,
Cadillac,XT5,XT5 (facelift 2020),14.84,,
Cadillac,XT5,XT5 (facelift 2020),not known,,
Cadillac,SRX,"SRX II (facelift, 2013)",not known,,
Cadillac,SRX,"SRX II (facelift, 2013)",not known,,
Cadillac,DeVille,DeVille,not known,,
Cadillac,DeVille,DeVille,15.35,,
Cadillac,DeVille,DeVille,7.5 sec ,13.776,
Cadillac,DeVille,DeVille,14.221,,
Cadillac,CTS,CTS I,4.6 sec ,12.423,
Cadillac,CTS,CTS I,4.6 sec ,12.328,
Cadillac,CTS,CTS I,7 sec ,14.292,
Cadillac,CTS,CTS I,7 sec ,14.292,
Cadillac,CTS,CTS I,7.7 sec ,14.707,
Cadillac,CTS,CTS I,7.4 sec ,14.707,
Cadillac,CTS,CTS I,8.4 sec ,15.099,
Cadillac,CTS,CTS I,8.2 sec ,15.099,
Cadillac,CTS,CTS I,9.7 sec ,15.769,
Cadillac,CTS,CTS I,9.3 sec ,15.769,
Cadillac,CT5,CT5,not known,,
Cadillac,CT5,CT5,13.134,,
Cadillac,CT5,CT5,12.964,,
Cadillac,CT5,CT5,not known,,
Cadillac,CT5,CT5,not known,,
Cadillac,CT5,CT5,not known,,
Cadillac,CT5,CT5,not known,,
